CIP_CODE|CIP_COURSE|CIP_SHORT|SHORT_COURSE|PERKINS|CIP1999|PERKINS_PROGRAM|PERKINS_SECTION|NON_TRAD|UCAT_APPROVED|CIPTitle_2010
150699|Industrial Prod Technol/Technicians, Other|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|150699|NULL|NULL|NULL|NULL|Industrial Production Technologies/Technicians, Other.
150700|Quality Control and Safety Technology/Technician|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|150700|NULL|NULL|NULL|NULL|NULL
150701|Occupational Safety & Health Tech/Technician|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|Y|150701|ENGINEERING TECHNOLOGIES/TECHNICIANS|SCIENTIFIC, ENGINEERING AND TECHNICAL SERVICES|NULL|NULL|Occupational Safety and Health Technology/Technician.
150702|Quality Control Tech/Technician|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|150702|NULL|NULL|NULL|NULL|Quality Control Technology/Technician.
150703|Industrial Safety Technology/Technician|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|NEW|NULL|NULL|NULL|Y|Industrial Safety Technology/Technician.
150704|Hazardous Materials Info Sys Technology/Technician|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|NEW|NULL|NULL|NULL|NULL|Hazardous Materials Information Systems Technology/Technician.
150799|Quality Control & Safety Technol/Tech, Other|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|150799|NULL|NULL|NULL|NULL|Quality Control and Safety Technologies/Technicians, Other.
150800|Mechanical Eng Related Technologies/Technician|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|150800|NULL|NULL|NULL|NULL|NULL
150801|Aeronautical & Aerospace Eng Tech/Technician|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|150801|NULL|NULL|NULL|NULL|Aeronautical/Aerospace Engineering Technology/Technician.
150803|Automotive Engineering Tech/Technician|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|150803|NULL|NULL|NULL|NULL|Automotive Engineering Technology/Technician.
150805|Mechanical Engineering/Mech Tech/Technician|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|Y|150805|ENGINEERING TECHNOLOGIES/TECHNICIANS|SCIENTIFIC, ENGINEERING AND TECHNICAL SERVICES|NULL|NULL|Mechanical Engineering/Mechanical Technology/Technician.
150899|Mechanical Eng-Related Technol/Tech, Other|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|150899|NULL|NULL|NULL|NULL|Mechanical Engineering Related Technologies/Technicians, Other.
150900|Mining and Petroleum Technologies/Technician|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|150900|NULL|NULL|NULL|NULL|NULL
150901|Mining Tech/Technician|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|Y|150901|ENGINEERING TECHNOLOGIES/TECHNICIANS|SCIENTIFIC, ENGINEERING AND TECHNICAL SERVICES|NULL|Y|Mining Technology/Technician.
150903|Petroleum Tech/Technician|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|150903|NULL|NULL|NULL|Y|Petroleum Technology/Technician.
150999|Mining & Petroleum Technol/Technicians, Other|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|150999|NULL|NULL|F|NULL|Mining and Petroleum Technologies/Technicians, Other.
151000|Construction Engineering Technology/Technician|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|151000|NULL|NULL|NULL|NULL|NULL
151001|Construction/Building Tech/Technician|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|151001|NULL|NULL|NULL|NULL|Construction Engineering Technology/Technician.
151100|Engineering-Related Technologies|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|151100|NULL|NULL|NULL|NULL|NULL
151102|Survey Technology/Surveying|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|Y|151102|ENGINEERING TECHNOLOGIES/TECHNICIANS|SCIENTIFIC, ENGINEERING AND TECHNICAL SERVICES|NULL|NULL|Surveying Technology/Surveying.
151103|Hydraulics and Flud Power Technology/Technician|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|151103|NULL|NULL|NULL|NULL|Hydraulics and Fluid Power Technology/Technician.
151199|Engineering-Related Technologies, Other|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|NEW|NULL|NULL|NULL|NULL|Engineering-Related Technologies, Other.
151200|Computer Engineering Technologies/Technicians|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|NEW|NULL|NULL|NULL|NULL|NULL
151201|Computer engineering Techology/Technician|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|Y|150301|ENGINEERING TECHNOLOGIES/TECHNICIANS|SCIENTIFIC, ENGINEERING AND TECHNICAL SERVICES|NULL|NULL|Computer Engineering Technology/Technician.
151202|Computer Technology/Computer Systems Technology|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|Y|NEW|ENGINEERING TECHNOLOGIES/TECHNICIANS|SCIENTIFIC, ENGINEERING AND TECHNICAL SERVICES|NULL|NULL|Computer Technology/Computer Systems Technology.
151203|Computer Hardware Technology/Technician|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|NEW|NULL|NULL|NULL|NULL|Computer Hardware Technology/Technician.
151204|Computer Software Technology/Technician|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|NEW|NULL|NULL|NULL|NULL|Computer Software Technology/Technician.
151299|Computer Engineering Technologies/Technicians|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|NEW|NULL|NULL|NULL|NULL|Computer Engineering Technologies/Technicians, Other.
151300|Draft/Design Engineering Technologies/Technicians|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|NEW|NULL|NULL|NULL|NULL|NULL
151301|Drafting and Design Technology/Tech, General|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|Y|480101|ENGINEERING TECHNOLOGIES/TECHNICIANS|SCIENTIFIC, ENGINEERING AND TECHNICAL SERVICES|F|NULL|Drafting and Design Technology/Technician, General.
151302|CAD/CADD Drafting/Design Technology/Technician|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|Y|NEW|ENGINEERING TECHNOLOGIES/TECHNICIANS|SCIENTIFIC, ENGINEERING AND TECHNICAL SERVICES|NULL|Y|CAD/CADD Drafting and/or Design Technology/Technician.
151303|Architectural Drafting and Architectural CAD/CADD|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|Y|480102|ENGINEERING TECHNOLOGIES/TECHNICIANS|SCIENTIFIC, ENGINEERING AND TECHNICAL SERVICES|F|NULL|Architectural Drafting and Architectural CAD/CADD.
151304|Civil Drafting and Civil Engineering CAD/CADD|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|Y|480103|ENGINEERING TECHNOLOGIES/TECHNICIANS|SCIENTIFIC, ENGINEERING AND TECHNICAL SERVICES|F|NULL|Civil Drafting and Civil Engineering CAD/CADD.
151305|Electrical/Electronics Drafting and CAD/CADD|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|Y|480104|ENGINEERING TECHNOLOGIES/TECHNICIANS|SCIENTIFIC, ENGINEERING AND TECHNICAL SERVICES|F|NULL|Electrical/Electronics Drafting and Electrical/Electronics CAD/CADD.
151306|Mechanical Drafting and Mech Drafting CAD/CADD|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|Y|480105|ENGINEERING TECHNOLOGIES/TECHNICIANS|SCIENTIFIC, ENGINEERING AND TECHNICAL SERVICES|NULL|NULL|Mechanical Drafting and Mechanical Drafting CAD/CADD.
151399|Drafting/Design Engineering Techn/Tech, Other|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|Y|480199|ENGINEERING TECHNOLOGIES/TECHNICIANS|SCIENTIFIC, ENGINEERING AND TECHNICAL SERVICES|NULL|NULL|Drafting/Design Engineering Technologies/Technicians, Other.
151400|Nuclear Engineering Technology/Technician|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|NEW|NULL|NULL|NULL|NULL|NULL
151401|Nuclear Engineering Technology/Technician|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|NEW|NULL|NULL|NULL|NULL|Nuclear Engineering Technology/Technician.
151500|Engineering Technologies/Technicians, Other|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|151500|NULL|NULL|NULL|NULL|NULL
151501|Engineering/Industrial Mgmt|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|143001|NULL|NULL|NULL|NULL|Engineering/Industrial Management.
151599|Engineering-Related Fields, Other|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|NEW|NULL|NULL|NULL|NULL|Engineering-Related Fields, Other.
159900|Engineering Technologies/Technicians,Other|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|NULL|159900|NULL|NULL|NULL|NULL|NULL
159999|Engineering Technologies/Technicians, Other|15|ENGINEERING TECHNOLOGIES/TECHNICIANS|Y|159999|NULL|NULL|NULL|NULL|Engineering Technologies and Engineering-Related Fields, Other.
160100|Ling, Comp, Related Lang Stud and Serv|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|160100|NULL|NULL|NULL|NULL|NULL
160101|Foreign Languages & Literatures, General|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|160101|NULL|NULL|NULL|NULL|Foreign Languages and Literatures, General.
160102|Linguistics|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|160102|NULL|NULL|NULL|NULL|Linguistics.
160103|Foreign Language Interpretation & Translation|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|160103|NULL|NULL|NULL|NULL|Language Interpretation and Translation.
160104|Comparative Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|230301|NULL|NULL|NULL|NULL|Comparative Literature.
160199|Ling, Comp, Comp, Related Lang Stud and Serv, Oth|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Linguistic, Comparative, and Related Language Studies and Services, Other.
160200|African Languages, Literatures, and Linguistics|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|NULL
160201|African Languages, Literatures, and Linguistics|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|African Languages, Literatures, and Linguistics.
160300|East Asian Languages, Literatures, and Linguistics|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|East Asian Languages, Literatures, and Linguistics, General.
160301|Chinese Language & Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|160301|NULL|NULL|NULL|NULL|Chinese Language and Literature.
160302|Japanese Language & Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|160302|NULL|NULL|NULL|NULL|Japanese Language and Literature.
160303|Korean Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Korean Language and Literature.
160304|Tibetan Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Tibetan Language and Literature.
160399|East Asian Lang, Lit, and Linguistics, Oth|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|160399|NULL|NULL|NULL|NULL|East Asian Languages, Literatures, and Linguistics, Other.
160400|Slavic, Baltic, and Albanian Lang, Lit, and Ling|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|160403|NULL|NULL|NULL|NULL|Slavic Languages, Literatures, and Linguistics, General.
160401|Baltic Languages, Literatures, and Linguistics|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Baltic Languages, Literatures, and Linguistics.
160402|Russian Language & Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|160402|NULL|NULL|NULL|NULL|Russian Language and Literature.
160404|Albanian Languare and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Albanian Language and Literature.
160405|Bulgarian Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Bulgarian Language and Literature.
160406|Czech Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Czech Language and Literature.
160407|Polish Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Polish Language and Literature.
160408|Serbian, Croatian, and Serbo-Croatian Lang and Lit|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Bosnian, Serbian, and Croatian Languages and Literatures.
160409|Slovic Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Slovak Language and Literature.
160410|Ukrainian Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Ukrainian Language and Literature.
160499|Slavic, Baltic, Albanian Lang, Lit, Ling, Oth|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|160499|NULL|NULL|NULL|NULL|Slavic, Baltic, and Albanian Languages, Literatures, and Linguistics, Other.
160500|Germanic Languages, Literatures, and Linguistics|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Germanic Languages, Literatures, and Linguistics, General.
160501|German Language & Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|160501|NULL|NULL|NULL|NULL|German Language and Literature.
160502|Scandinavian Lang, Literatures, and Linguistics|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|160502|NULL|NULL|NULL|NULL|Scandinavian Languages, Literatures, and Linguistics.
160503|Danish Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Danish Language and Literature.
160504|Dutch/Flemish Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Dutch/Flemish Language and Literature.
160505|Norwegian Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Norwegian Language and Literature.
160506|Swedish Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Swedish Language and Literature.
160599|Germanic Languages, Literatures, and Linguistics|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|160599|NULL|NULL|NULL|NULL|Germanic Languages, Literatures, and Linguistics, Other.
160600|Modern Greek Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|160600|NULL|NULL|NULL|NULL|NULL
160601|Modern Greek Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|160601|NULL|NULL|NULL|NULL|Modern Greek Language and Literature.
160700|So Asian Languages, Literatures, and Linguistics|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|160703|NULL|NULL|NULL|NULL|South Asian Languages, Literatures, and Linguistics, General.
160701|Hindi Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Hindi Language and Literature.
160702|Sanskrit and Classical Indian Lang, Lit, and Ling|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Sanskrit and Classical Indian Languages, Literatures, and Linguistics.
160704|Bengali Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Bengali Language and Literature.
160705|Panjabi Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Punjabi Language and Literature.
160706|Tamil Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Tamil Language and Literature.
160707|Urdu Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Urdu Language and Literature.
160799|So Asian Languages, Lit, and Linguistics, Oth|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|South Asian Languages, Literatures, and Linguistics, Other.
160800|Iranian/Persian Languages, Lit, and Linguistics|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|NULL
160801|Iranian/Persian Languages, Lit, and Linguistics|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Iranian Languages, Literatures, and Linguistics.
160900|Romance Languages, Literature, and Linguistics|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Romance Languages, Literatures, and Linguistics, General.
160901|French Language & Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|160901|NULL|NULL|NULL|NULL|French Language and Literature.
160902|Italian Language & Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|160902|NULL|NULL|NULL|NULL|Italian Language and Literature.
160904|Portuguese Language & Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|160904|NULL|NULL|NULL|NULL|Portuguese Language and Literature.
160905|Spanish Language & Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|160905|NULL|NULL|NULL|NULL|Spanish Language and Literature.
160906|Romanian Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Romanian Language and Literature.
160907|Catalan Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Catalan Language and Literature.
160999|Romance Languages, Literatures, and Ling, Oth|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|160999|NULL|NULL|NULL|NULL|Romance Languages, Literatures, and Linguistics, Other.
161000|Am Indian/Nat Am Lang, Lit, and Linguistics|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|NULL
161001|Am Indian/Nat Am Lang, Lit, and Linguistics|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|American Indian/Native American Languages, Literatures, and Linguistics.
161100|Semitic Languages, Literature, and Linguistics|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, General.
161101|Arabic Language & Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|161101|NULL|NULL|NULL|NULL|Arabic Language and Literature.
161102|Hebrew Language & Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|161102|NULL|NULL|NULL|NULL|Hebrew Language and Literature.
161103|Ancient Near Estrn and Biblical Lang, Lit and Ling|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|390101|NULL|NULL|NULL|NULL|Ancient Near Eastern and Biblical Languages, Literatures, and Linguistics.
161199|Middle/Near East Semitic Lang, Lit, Ling, Oth|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|161199|NULL|NULL|NULL|NULL|Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, Other.
161200|Classics and Classical Lang, Lit and Linguists|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|161201|NULL|NULL|NULL|NULL|Classics and Classical Languages, Literatures, and Linguistics, General.
161202|Ancient/Classical Greek Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|161202|NULL|NULL|NULL|NULL|Ancient/Classical Greek Language and Literature.
161203|Latin Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|161203|NULL|NULL|NULL|NULL|Latin Language and Literature.
161299|Classical & Ancient Near East Lang&Lit, Other|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|161299|NULL|NULL|NULL|NULL|Classics and Classical Languages, Literatures, and Linguistics, Other.
161300|Celtic Languages, Literature and Linguists|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|NULL
161301|Celtic Languages, Literature and Linguists|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Celtic Languages, Literatures, and Linguistics.
161400|SoEast Asian and Aust/Pacific Lang, Lit and Ling|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Southeast Asian Languages, Literatures, and Linguistics, General.
161401|Australian/Oceanic/Pacific Lang, Lit and Ling|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Australian/Oceanic/Pacific Languages, Literatures, and Linguistics.
161402|Bahasa Indonesian/Bahasa Maley Lang and Lit|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Indonesian/Malay Languages and Literatures.
161403|Burmese Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Burmese Language and Literature.
161404|Filipino/Tagalog Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Filipino/Tagalog Language and Literature.
161405|Lao/Laotian Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Khmer/Cambodian Language and Literature.
161406|Lao/Laotian Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Lao Language and Literature.
161407|Thai Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Thai Language and Literature.
161408|Vietnamese Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Vietnamese Language and Literature.
161499|SoEast Asian and aust/Pac Lang, Lit, and Ling, Oth|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics, Other.
161500|Turkic, Ural-Altaic, Cauc, Cent Asian Lang, Lit|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|NULL
161501|Turkish Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Turkish Language and Literature.
161502|Finnish and Related Languages, Lit, and Linguists|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Uralic Languages, Literatures, and Linguistics.
161503|Hungarian/Magyar Languages, Lit, and Linguists|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Hungarian/Magyar Language and Literature.
161504|Mongolian Language and Literature|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Mongolian Language and Literature.
161599|Tur, Ural-Altaic, Cauc, Cent Asian Lang, Lit, Oth|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics, Other.
161600|American Sign Language|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|NULL
161601|American Sign Language (ASL)|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|Y|American Sign Language (ASL).
161602|Linguistics of ASL and Oth Sign Languages|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|Linguistics of ASL and Other Sign Languages.
161603|Sign Language Interpretation and Translation|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|Y|510205|FOREIGN LANGUAGES AND LITERATURES|PUBLIC ADMINISTRATION/GROVERNMENT SERVICES|M|NULL|Sign Language Interpretation and Translation.
161699|American Sign Language, Oth|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|NEW|NULL|NULL|NULL|NULL|American Sign Language, Other.
169900|Foreign Lang, Literatures, and Linguistics, Oth|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|169900|NULL|NULL|NULL|NULL|NULL
169999|Foreign Lang, Literatures, and Linguistics, Oth|16|FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS|NULL|169999|NULL|NULL|NULL|NULL|Foreign Languages, Literatures, and Linguistics, Other.
190000|Work and Family Studies|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Work and Family Studies.
190100|Family and Consumer Sciences/Human Sci, General|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|190100|NULL|NULL|NULL|NULL|NULL
190101|Family and Consumer Sciences/Human Sci, General|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|Y|190101|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|WHOLESALE/RETAIL SALES AND SERVICE|NULL|NULL|Family and Consumer Sciences/Human Sciences, General.
190200|Family and Consumer Sci/Human Sci Bus Serv|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|190200|NULL|NULL|NULL|NULL|NULL
190201|Business Family and Consumer Sciences/Human Sci|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|190201|NULL|NULL|NULL|NULL|Business Family and Consumer Sciences/Human Sciences.
190202|Bus Family and Consumer Sciences/Human Sci Comm|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|190202|NULL|NULL|NULL|NULL|Family and Consumer Sciences/Human Sciences Communication.
190203|Consumer Merchandising/Retailing Management|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Consumer Merchandising/Retailing Management.
190299|Family and Consumer Sci/Human Sci Bus Serv, Oth|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Family and Consumer Sciences/Human Sciences Business Services, Other.
190400|Family and Consumer Economics and Related Serv|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|190400|NULL|NULL|NULL|NULL|NULL
190401|Family Resource Management Studies, General|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|190401|NULL|NULL|NULL|NULL|Family Resource Management Studies, General.
