CIP_CODE|CIP_COURSE|CIP_SHORT|SHORT_COURSE|PERKINS|CIP1999|PERKINS_PROGRAM|PERKINS_SECTION|NON_TRAD|UCAT_APPROVED|CIPTitle_2010
190402|Consumer Economics|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|190402|NULL|NULL|NULL|NULL|Consumer Economics.
190403|Consumer Services and Advocacy|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Consumer Services and Advocacy.
190499|Family and Consumer Economics and Related Ser, Oth|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|190499|NULL|NULL|NULL|NULL|Family and Consumer Economics and Related Services, Other.
190500|Foods, Nutrition, and Related Services|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|200400|NULL|NULL|NULL|NULL|NULL
190501|Foods, Nutrition, and Wellness Studies, General|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|190502|NULL|NULL|NULL|NULL|Foods, Nutrition, and Wellness Studies, General.
190504|Human Nuitrition|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Human Nutrition.
190505|Foodservice Systems Administration/Management|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|200409|NULL|NULL|NULL|NULL|Foodservice Systems Administration/Management.
190599|Foods, Nutrition, and Related Services, Other|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|200499|NULL|NULL|NULL|NULL|Foods, Nutrition, and Related Services, Other.
190600|Housing and Human Environments|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|200500|NULL|NULL|NULL|NULL|NULL
190601|Housing and Human Environments, General|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|190603|NULL|NULL|NULL|NULL|Housing and Human Environments, General.
190604|Facilities Planning and Management|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Facilities Planning and Management.
190605|Home Furnishings and Equipment Installers|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|Y|200501|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|WHOLESALE/RETAIL SALES AND SERVICE|NULL|NULL|Home Furnishings and Equipment Installers.
190699|Housing and Human Environments, General|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|200502|NULL|NULL|NULL|NULL|Housing and Human Environments, Other.
190700|Human Dev, Family Studies, and Related Services|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|190700|NULL|NULL|NULL|NULL|NULL
190701|Human Dev and Family Studies, General|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|190701|NULL|NULL|NULL|NULL|Human Development and Family Studies, General.
190702|Adult Development and Aging|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|200602|NULL|NULL|NULL|NULL|Adult Development and Aging.
190704|Family Life & Relations Studies|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|Y|190704|FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES|PUBLIC ADMINISTRATION/GROVERNMENT SERVICES|M|NULL|Family Systems.
190706|Child Development|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|Y|190706|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|WHOLESALE/RETAIL SALES AND SERVICE|M|NULL|Child Development.
190707|Family and Community Services|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|Y|190301|FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES|PUBLIC ADMINISTRATION/GROVERNMENT SERVICES|M|NULL|Family and Community Services.
190708|Child Care and Support Services Management|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|Y|200201|FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES|HUMAN SERVICES|NULL|NULL|Child Care and Support Services Management.
190709|Child Care Provider/Assistant|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|Y|200202|FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES|HUMAN SERVICES|M|Y|Child Care Provider/Assistant.
190799|Human Dev, Family Studies and Related Serv, Oth|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|200604|NULL|NULL|NULL|NULL|Human Development, Family Studies, and Related Services, Other.
190900|Apparel and Textiles|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|200300|NULL|NULL|NULL|NULL|NULL
190901|Apparel and Textiles, General|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|190901|NULL|NULL|NULL|NULL|Apparel and Textiles, General.
190902|Apparel and Textile Manufacture|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|200303|NULL|NULL|NULL|NULL|Apparel and Textile Manufacture.
190904|Textile Science|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Textile Science.
190905|Apparel and Textile Marketing Management|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|200301|NULL|NULL|NULL|NULL|Apparel and Textile Marketing Management.
190906|Fashion and Fabric Consultant|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|200306|NULL|NULL|NULL|NULL|Fashion and Fabric Consultant.
190999|Apparel and Textiles, Other|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|200305|NULL|NULL|NULL|NULL|Apparel and Textiles, Other.
199900|Family and Consumer Sciences/Human Sciences, Oth|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|209900|NULL|NULL|NULL|NULL|NULL
199999|Family and Consumer Sciences/Human Sciences, Oth|19|FAMILY AND CONSUMER SCIENCE/HUMAN SCIENCES|NULL|209999|NULL|NULL|NULL|NULL|Family and Consumer Sciences/Human Sciences, Other.
210100|Technology Education/Industrial Arts|21|TECHNOLOGY EDUCATION/INDUSTRIAL ARTS PROGRAMS|NULL|210100|NULL|NULL|NULL|NULL|NULL
210101|Technology Education/Industrial Arts|21|TECHNOLOGY EDUCATION/INDUSTRIAL ARTS PROGRAMS|NULL|210101|NULL|NULL|NULL|NULL|Technology Education/Industrial Arts.
220000|Legal Studies, General|22|LEGAL PROFESSIONS AND STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Legal Studies, General.
220001|Pre-Law Studies|22|LEGAL PROFESSIONS AND STUDIES|NULL|220102|NULL|NULL|NULL|NULL|Pre-Law Studies.
220100|Law (LL.B., J.D.|22|LEGAL PROFESSIONS AND STUDIES|NULL|220100|NULL|NULL|NULL|NULL|NULL
220101|Law (LLB, JD)|22|LEGAL PROFESSIONS AND STUDIES|NULL|220101|NULL|NULL|NULL|NULL|Law.
220200|Legal Research and Advanced Professional Studies|22|LEGAL PROFESSIONS AND STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|NULL
220201|Adv Legal Research/Studies, General|22|LEGAL PROFESSIONS AND STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Advanced Legal Research/Studies, General.
220202|Programs for Foreign Lawyers (LL.M., M.C.L)|22|LEGAL PROFESSIONS AND STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Programs for Foreign Lawyers.
220203|Am/US Law/Legal Studies/Jurisprudence(LL.M.)|22|LEGAL PROFESSIONS AND STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|American/U.S. Law/Legal Studies/Jurisprudence.
220204|Canadian Law/Legal Studies/Jurisprudence|22|LEGAL PROFESSIONS AND STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Canadian Law/Legal Studies/Jurisprudence.
220205|Banking, Corporate, Finance, and Securities Law|22|LEGAL PROFESSIONS AND STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Banking, Corporate, Finance, and Securities Law.
220206|Comparative Law (LL.M., M.C.L., J.S.D./S.J.D.)|22|LEGAL PROFESSIONS AND STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Comparative Law.
220207|Energy, Environment, and Natural Resources Law|22|LEGAL PROFESSIONS AND STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Energy, Environment, and Natural Resources Law.
220208|Health Law (LL.M., M.J., J.S.D./S.J.D.)|22|LEGAL PROFESSIONS AND STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Health Law.
220209|International Law and Legal Studies|22|LEGAL PROFESSIONS AND STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|International Law and Legal Studies.
220210|International Business, Trade, and Tax Law|22|LEGAL PROFESSIONS AND STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|International Business, Trade, and Tax Law.
220211|Tax Law/Taxation (LL.M., J.S.D./S.J.D.)|22|LEGAL PROFESSIONS AND STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Tax Law/Taxation.
220299|Legal Research and Adv Pro Studies, Other|22|LEGAL PROFESSIONS AND STUDIES|NULL|220104|NULL|NULL|NULL|NULL|Legal Research and Advanced Professional Studies, Other.
220300|Legal Support Services|22|LEGAL PROFESSIONS AND STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|NULL
220301|Legal Administrative Assistant/Secretary|22|LEGAL PROFESSIONS AND STUDIES|Y|520403|LAW AND LEGAL STUDIES|LEGAL AND PROTECTIVE SERVICES|M|Y|Legal Administrative Assistant/Secretary.
220302|Legal Assistant/Paralegal|22|LEGAL PROFESSIONS AND STUDIES|Y|220103|LAW AND LEGAL STUDIES|LEGAL AND PROTECTIVE SERVICES|NULL|Y|Legal Assistant/Paralegal.
220303|Court Reporting/Court Reporter|22|LEGAL PROFESSIONS AND STUDIES|NULL|520405|NULL|NULL|NULL|NULL|Court Reporting/Court Reporter.
220399|Legal Support Services, Other|22|LEGAL PROFESSIONS AND STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|Legal Support Services, Other.
229900|Legal Professions and Studies, Other|22|LEGAL PROFESSIONS AND STUDIES|NULL|NEW|NULL|NULL|NULL|NULL|NULL
229999|Legal Professions and Studies, Other|22|LEGAL PROFESSIONS AND STUDIES|NULL|220199|NULL|NULL|NULL|NULL|Legal Professions and Studies, Other.
230100|English Language and Literature, General|23|ENGLISH LANGUAGE AND LITERATURE/LETTERS|NULL|230100|NULL|NULL|NULL|NULL|NULL
230101|English Language & Literature, General|23|ENGLISH LANGUAGE AND LITERATURE/LETTERS|NULL|230101|NULL|NULL|NULL|NULL|English Language and Literature, General.
230400|English Composition|23|ENGLISH LANGUAGE AND LITERATURE/LETTERS|NULL|230400|NULL|NULL|NULL|NULL|NULL
230401|English Composition|23|ENGLISH LANGUAGE AND LITERATURE/LETTERS|NULL|230401|NULL|NULL|NULL|NULL|English Composition.
230500|Creative Writing|23|ENGLISH LANGUAGE AND LITERATURE/LETTERS|NULL|230500|NULL|NULL|NULL|NULL|NULL
230501|English Creative Writing|23|ENGLISH LANGUAGE AND LITERATURE/LETTERS|NULL|230501|NULL|NULL|NULL|NULL|Creative Writing.
230700|Am Literature (United States and Canadian)|23|ENGLISH LANGUAGE AND LITERATURE/LETTERS|NULL|230700|NULL|NULL|NULL|NULL|NULL
230701|American Literature (United States)|23|ENGLISH LANGUAGE AND LITERATURE/LETTERS|NULL|230701|NULL|NULL|NULL|NULL|American Literature (United States).
230702|American Literature (Canadian)|23|ENGLISH LANGUAGE AND LITERATURE/LETTERS|NULL|NEW|NULL|NULL|NULL|NULL|American Literature (Canadian).
230800|English Literature (British and Commonwealth)|23|ENGLISH LANGUAGE AND LITERATURE/LETTERS|NULL|230800|NULL|NULL|NULL|NULL|NULL
230801|English Literature (British & Commonwealth)|23|ENGLISH LANGUAGE AND LITERATURE/LETTERS|NULL|230801|NULL|NULL|NULL|NULL|English Literature (British and Commonwealth).
231000|Speech and Rhetorical Studies|23|ENGLISH LANGUAGE AND LITERATURE/LETTERS|NULL|231000|NULL|NULL|NULL|NULL|NULL
231001|Speech & Rhetorical Studies|23|ENGLISH LANGUAGE AND LITERATURE/LETTERS|NULL|231001|NULL|NULL|NULL|NULL|Speech and Rhetorical Studies.
231100|Technical and Business Writing|23|ENGLISH LANGUAGE AND LITERATURE/LETTERS|NULL|231100|NULL|NULL|NULL|NULL|NULL
231101|Technical and Business Writing|23|ENGLISH LANGUAGE AND LITERATURE/LETTERS|NULL|231101|NULL|NULL|NULL|NULL|Technical and Business Writing.
239900|English Language and Literature/Letters, Other|23|ENGLISH LANGUAGE AND LITERATURE/LETTERS|NULL|239900|NULL|NULL|NULL|NULL|NULL
239999|English Language & Literature/Letters, Other|23|ENGLISH LANGUAGE AND LITERATURE/LETTERS|NULL|239999|NULL|NULL|NULL|NULL|English Language and Literature/Letters, Other.
240100|Liberal Arts and Sci, Gen Studies and Hum|24|LIBERAL ARTS AND SCIENCES, GEN STUDIES AND HUM|NULL|240100|NULL|NULL|NULL|NULL|NULL
240101|Liberal Arts & Sciences/Liberal Studies|24|LIBERAL ARTS AND SCIENCES, GEN STUDIES AND HUM|NULL|240101|NULL|NULL|NULL|NULL|Liberal Arts and Sciences/Liberal Studies.
240102|General Studies|24|LIBERAL ARTS AND SCIENCES, GEN STUDIES AND HUM|NULL|240102|NULL|NULL|NULL|NULL|General Studies.
240103|Humanities/Humanistic Studies|24|LIBERAL ARTS AND SCIENCES, GEN STUDIES AND HUM|NULL|240103|NULL|NULL|NULL|NULL|Humanities/Humanistic Studies.
240199|Liberal Art & Sciences, Gen Studies & Human, Other|24|LIBERAL ARTS AND SCIENCES, GEN STUDIES AND HUM|NULL|240199|NULL|NULL|NULL|NULL|Liberal Arts and Sciences, General Studies and Humanities, Other.
250100|Library Science/Librarianship|25|LIBRARY SCIENCE|NULL|250100|NULL|NULL|NULL|NULL|NULL
250101|Library Science/Librarianship|25|LIBRARY SCIENCE|NULL|250101|NULL|NULL|NULL|NULL|Library and Information Science.
250300|Library Assistant|25|LIBRARY SCIENCE|NULL|250300|NULL|NULL|NULL|NULL|NULL
250301|Library Assistant/Technician|25|LIBRARY SCIENCE|NULL|250301|NULL|NULL|NULL|NULL|Library and Archives Assisting.
259900|Library Science, Other|25|LIBRARY SCIENCE|NULL|259900|NULL|NULL|NULL|NULL|NULL
259999|Library Science, Other|25|LIBRARY SCIENCE|NULL|259999|NULL|NULL|NULL|NULL|Library Science, Other.
260000|BIOLOGICAL AND BIOMEDICAL SCIENCES|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|260000|NULL|NULL|NULL|NULL|NULL
260100|Biology, General|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|260100|NULL|NULL|NULL|NULL|NULL
260101|Biology/Biological Sciences, General|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|260101|NULL|NULL|NULL|NULL|Biology/Biological Sciences, General.
260102|Biomedical Sciences, General|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Biomedical Sciences, General.
260200|Biochemistry, Biophysics and Molecular Biology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|260200|NULL|NULL|NULL|NULL|NULL
260202|Biochemistry|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|511302|NULL|NULL|NULL|NULL|Biochemistry.
260203|Biophysics|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|511304|NULL|NULL|NULL|NULL|Biophysics.
260204|Molecular Biology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|511309|NULL|NULL|NULL|NULL|Molecular Biology.
260205|Molecular Biochemistry|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Molecular Biochemistry.
260206|Molecular Biophysics|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Molecular Biophysics.
260207|Structural Biology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Structural Biology.
260208|Photobiology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Photobiology.
260209|Radiation Biology/Radiobiology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|260611|NULL|NULL|NULL|NULL|Radiation Biology/Radiobiology.
260210|Biochemistry/Biophysics and Molecular Biology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Biochemistry and Molecular Biology.
260299|Biochemistry,Biophysics and Molecular Biology, Oth|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Biochemistry, Biophysics and Molecular Biology, Other.
260300|Botany/Plant Biology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|260300|NULL|NULL|NULL|NULL|NULL
260301|Botany/Plant Biology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|260301|NULL|NULL|NULL|NULL|Botany/Plant Biology.
260305|Plant Pathology/Phytopathology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|020406|NULL|NULL|NULL|NULL|Plant Pathology/Phytopathology.
260307|Plant Physiology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|020407|NULL|NULL|NULL|NULL|Plant Physiology.
260308|Plant Molecular Biology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Plant Molecular Biology.
260399|Botany/Plant Biology, Other|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|260399|NULL|NULL|NULL|NULL|Botany/Plant Biology, Other.
260400|Cell/Cellular Biology and Anatomical Sciences|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|260400|NULL|NULL|NULL|NULL|NULL
260401|Cell/Cellular Biology and Histology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|511305|NULL|NULL|NULL|NULL|Cell/Cellular Biology and Histology.
260403|Anatomy|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|511301|NULL|NULL|NULL|NULL|Anatomy.
260404|Developmental Biology and Embryology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Developmental Biology and Embryology.
260405|Neuroanatomy|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Neuroanatomy.
260406|Cell/Cellular and Molecular Biology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Cell/Cellular and Molecular Biology.
260407|Cell Biology and Anatomy|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Cell Biology and Anatomy.
260499|Cell/Cellular Bio and Anatomical Sci, Other|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|260499|NULL|NULL|NULL|NULL|Cell/Cellular Biology and Anatomical Sciences, Other.
260500|Microbiological Sciences and Immunology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|260500|NULL|NULL|NULL|NULL|NULL
260502|Microbiology, General|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Microbiology, General.
260503|Medical Microbiology and Bacteriology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|511308|NULL|NULL|NULL|NULL|Medical Microbiology and Bacteriology.
260504|Virology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|260619|NULL|NULL|NULL|NULL|Virology.
260505|Parasitology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|260610|NULL|NULL|NULL|NULL|Parasitology.
260506|Mycology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Mycology.
260507|Immunology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|511307|NULL|NULL|NULL|NULL|Immunology.
260599|Microbiological Sciences and Immunology, Other|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Microbiological Sciences and Immunology, Other.
260700|Zoology/Animal Biology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|260700|NULL|NULL|NULL|NULL|NULL
260701|Zoology/Animal Biology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|260701|NULL|NULL|NULL|NULL|Zoology/Animal Biology.
260702|Entomology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|260702|NULL|NULL|NULL|NULL|Entomology.
260706|Animal Physiology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|020205|NULL|NULL|NULL|NULL|NULL
260707|Animal Physiology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|260706|NULL|NULL|NULL|NULL|Animal Physiology.
260708|Animal Behavior and Ethology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Animal Behavior and Ethology.
260709|Wildlife Biology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Wildlife Biology.
260799|Zoology/Animal Biology, Other|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|260799|NULL|NULL|NULL|NULL|Zoology/Animal Biology, Other.
260800|Genetics|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|NULL
260801|Genetics, General|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Genetics, General.
260802|Molecular Genetics|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Molecular Genetics.
260803|Microbial and Eukaryotic Genetics|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Microbial and Eukaryotic Genetics.
260804|Animal Genetics|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|260613|NULL|NULL|NULL|NULL|Animal Genetics.
260805|Plant Genetics|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|260613|NULL|NULL|NULL|NULL|Plant Genetics.
260806|Human/Medical Genetics|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|511306|NULL|NULL|NULL|NULL|Human/Medical Genetics.
260899|Genetics, Other|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Genetics, Other.
260900|Physiology, Pathology, and Related Sciences|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|511313|NULL|NULL|NULL|NULL|NULL
260901|Physiology, General|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Physiology, General.
260902|Molecular Physiology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Molecular Physiology.
260903|Cell Physiology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Cell Physiology.
260904|Endocrinology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Endocrinology.
260905|Reproductive Biology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Reproductive Biology.
260906|Neurobiology and Nerophysiology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|511310|NULL|NULL|NULL|NULL|Neurobiology and Neurophysiology.
260907|Cardiovascular Science|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Cardiovascular Science.
260908|Exercise Physiology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Exercise Physiology.
260909|Vision Science/Physiological Optics|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Vision Science/Physiological Optics.
260910|Pathology/Experimental Pathology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|511312|NULL|NULL|NULL|NULL|Pathology/Experimental Pathology.
260911|Oncology and Cancer Biology|26|BIOLOGICAL AND BIOMEDICAL SCIENCES|NULL|NEW|NULL|NULL|NULL|NULL|Oncology and Cancer Biology.
